S.no,Zone Name,BA Name,District name,District LGD Code,BLOCK NAME,Block LGD Code,GP Name,GP NAME,LGD CODE,Router  Location Name,GP Nos,"Convert to Municipality(GP COUNT)","GP Count ammendment","BSNL OFC SCOPE(AS PER RFP)(KM)","OFC SCOPE(AS PER RFP)",Block KML ASSIGNED,Proposed KML Submission Date ,KML Received (Yes/No),KML received date,KML Submitted to BSNL through mail (Yes/No), Block KML Submitted to BSNL through mail date,Length as per KML (Proposed),Length as per KML (Incremental),BSNL Feedback,Resubmission of ammedmend date,BSNL KML Acceptance,BSNL KML Acceptance Date,KML Length After  approval,GP Name as per Desktop Survey,Block Router Location Name as per Desktop Survey,ICP Name as per Desktop Survey,Reffered for documentation work,Reffered for documentation date,Document Ready for Submission,Document Ready for Submission date,No of GP's as per Desktop Survey,"Route Length as per Desktop Survey as per documentation(In Km)",Document Submission to BSNL,Signoff from BSNL authority date,Physical survey proposed date,Physical survey Start date,Physical survey End date,Representative from APL Side,Representative from IE Side,Representative from BSNL Side,Videography of the Route Satatus,"Physical Survey WIP",Physical survey status,No of Rings ,Total route length as per physical survey,Existing Incremental in this Block (KM),BSNL Leased OFC (KM),Incremental Route length to be use in new Ring (KM),New OFC to be laid (KM),"Row identify kn","Row Pending KM",Infra Report Received from SRIT,Survey Report Preparation Status,Report Submission Date,Final KML after Physical Survey,Physical Survey Approved (Yes/No),BOQ Prepared,BOQ Submitted,BOQ Submition date,BOQ Approved,,
533,North Zone,MALAPPURAM,MALAPPURAM,517,KUTTIPPURAM,6343,EDAYOOR,EDAYOOR,221525,VALANCHERRY,1,,,51.38,47.03,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,46.292,,,,,,58.943,,,,,,,,,,,,,,,,,,,,,,,4.7,45.752,,,,,,,,0,,0,0,0,0,KL-MPP-KUT-221525,10.90492 76.0974
534,North Zone,MALAPPURAM,MALAPPURAM,517,KUTTIPPURAM,6343,IRIMBILAYAM,IRIMBILAYAM,221526,VALANCHERRY,1,,,51.38,47.03,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,46.292,,,,,,58.943,,,,,,,,,,,,,,,,,,,,,,,4.7,45.752,,,,,,,,0,,0,0,0,0,KL-MPP-KUT-221526,10.87335 76.1011
535,North Zone,MALAPPURAM,MALAPPURAM,517,KUTTIPPURAM,6343,KALPAKANCHERI,KALPAKANCHERI,221570,VALANCHERRY,1,,,51.38,47.03,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,46.292,,,,,,58.943,,,,,,,,,,,,,,,,,,,,,,,4.7,45.752,,,,,,,,0,,0,0,0,0,KL-MPP-KUT-221570,10.93853 75.99082
536,North Zone,MALAPPURAM,MALAPPURAM,517,KUTTIPPURAM,6343,KUTTIPPURAM,KUTTIPPURAM,221527,VALANCHERRY,1,,,51.38,47.03,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,46.292,,,,,,58.943,,,,,,,,,,,,,,,,,,,,,,,4.7,45.752,,,,,,,,0,,0,0,0,0,KL-MPP-KUT-221527,10.8472 76.03615
537,North Zone,MALAPPURAM,MALAPPURAM,517,MALAPPURAM,6344,ANAKKAYAM,ANAKKAYAM,221530,MALAPPURAM,1,,,63.63,63.71,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.192,,,,,,79.181,,,,,,,,,,,,,,,,,,,,,,,4.666,47.056,,,,,,,,0,,0,0,0,0,KL-MPP-MAL-221530,11.08958 76.12043
538,North Zone,MALAPPURAM,MALAPPURAM,517,MALAPPURAM,6344,KODUR,KODUR,221536,MALAPPURAM,1,,,63.63,63.71,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.192,,,,,,79.181,,,,,,,,,,,,,,,,,,,,,,,4.666,47.056,,,,,,,,0,,0,0,0,0,KL-MPP-MAL-221536,11.0202 76.0736
539,North Zone,MALAPPURAM,MALAPPURAM,517,MALAPPURAM,6344,MORAYUR,MORAYUR,221531,MALAPPURAM,1,,,63.63,63.71,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.192,,,,,,79.181,,,,,,,,,,,,,,,,,,,,,,,4.666,47.056,,,,,,,,0,,0,0,0,0,KL-MPP-MAL-221531,11.137895 76.016906
540,North Zone,MALAPPURAM,MALAPPURAM,517,MALAPPURAM,6344,OTHUKKUNGAL,OTHUKKUNGAL,221593,MALAPPURAM,1,,,63.63,63.71,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.192,,,,,,79.181,,,,,,,,,,,,,,,,,,,,,,,4.666,47.056,,,,,,,,0,,0,0,0,0,KL-MPP-MAL-221593,11.02719 76.03071
541,North Zone,MALAPPURAM,MALAPPURAM,517,VENGARA,6353,ABDUL RAHIMAN NAGAR,ABDUL RAHIMAN NAGAR,221590,VENGARA,1,,,45.96,32.68,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,37.617,,,,,,38.134,,,,,,,,,,,,,,,,,,,,,,,12.388,24.644,,,,,,,,0,,0,0,0,0,KL-MPP-VEN-221590,11.071238 75.935493
542,North Zone,MALAPPURAM,MALAPPURAM,517,PERINTHALMANNA,6347,ALIPARAMBA,ALIPARAMBA,221554,PERINTALMANNA,1,,,80.54,81.56,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.121,,,,,,90.737,,,,,,,,,,,,,,,,,,,,,,,6.562,70.787,,,,,,,,0,,0,0,0,0,KL-MPP-PNT-221554,10.92779 76.2783
543,North Zone,MALAPPURAM,MALAPPURAM,517,MALAPPURAM,6344,PONMALA,PONMALA,221532,MALAPPURAM,1,,,63.63,63.71,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.192,,,,,,79.181,,,,,,,,,,,,,,,,,,,,,,,4.666,47.056,,,,,,,,0,,0,0,0,0,KL-MPP-MAL-221532,11.00127 76.05634
544,North Zone,MALAPPURAM,MALAPPURAM,517,MANKADA,6345,KOOTTILANGADI,KOOTTILANGADI,221537,MANKADA,1,,,46.83,45.87,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,61.643,,,,,,64.639,,,,,,,,,,,,,,,,,,,,,,,7.398,75.111,,,,,,,,0,,0,0,0,0,KL-MPP-MAN-221537,11.05641 76.10925
545,North Zone,MALAPPURAM,MALAPPURAM,517,MANKADA,6345,KURUVA,KURUVA,221538,MANKADA,1,,,46.83,45.87,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,61.643,,,,,,64.639,,,,,,,,,,,,,,,,,,,,,,,7.398,75.111,,,,,,,,0,,0,0,0,0,KL-MPP-MAN-221538,10.98598 76.10785
546,North Zone,MALAPPURAM,MALAPPURAM,517,MANKADA,6345,MAKKARAPARAMBA,MAKKARAPARAMBA,221539,MANKADA,1,,,46.83,45.87,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,61.643,,,,,,64.639,,,,,,,,,,,,,,,,,,,,,,,7.398,75.111,,,,,,,,0,,0,0,0,0,KL-MPP-MAN-221539,11.01833 76.12084
547,North Zone,MALAPPURAM,MALAPPURAM,517,MANKADA,6345,MANKADA,MANKADA,221540,MANKADA,1,,,46.83,45.87,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,61.643,,,,,,64.639,,,,,,,,,,,,,,,,,,,,,,,7.398,75.111,,,,,,,,0,,0,0,0,0,KL-MPP-MAN-221540,11.03728 76.16072
548,North Zone,MALAPPURAM,MALAPPURAM,517,MANKADA,6345,MOORKKANAD,MOORKKANAD,221541,MANKADA,1,,,46.83,45.87,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,61.643,,,,,,64.639,,,,,,,,,,,,,,,,,,,,,,,7.398,75.111,,,,,,,,0,,0,0,0,0,KL-MPP-MAN-221541,10.927190 76.133369
549,North Zone,MALAPPURAM,MALAPPURAM,517,PERINTHALMANNA,6347,ANGADIPURAM,ANGADIPURAM,221535,PERINTALMANNA,1,,,80.54,81.56,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.121,,,,,,90.737,,,,,,,,,,,,,,,,,,,,,,,6.562,70.787,,,,,,,,0,,0,0,0,0,KL-MPP-PNT-221535,10.97175 76.20081
550,North Zone,MALAPPURAM,MALAPPURAM,517,MANKADA,6345,PUZHAKKATTIRI,PUZHAKKATTIRI,221543,MANKADA,1,,,46.83,45.87,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,61.643,,,,,,64.639,,,,,,,,,,,,,,,,,,,,,,,7.398,75.111,,,,,,,,0,,0,0,0,0,KL-MPP-MAN-221543,10.97814 76.15541
551,North Zone,MALAPPURAM,MALAPPURAM,517,KALIKAVU,6881,AMARAMBALAM,AMARAMBALAM,221544,POOKKOTTUMPADAM,1,x,,70.35,75.64,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,73.293,,,,,,73.459,,,,,,,,,,,,,,,,,,,,,,,4.863,46.809,,,,,,,,0,,0,0,0,0,KL-MPP-KAL-221544,11.243933 76.298527
552,North Zone,MALAPPURAM,MALAPPURAM,517,NILAMBUR,6346,CHALIYAR,CHALIYAR,221545,NILAMBUR,1,,,61.79,57.99,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,74.76,,,,,,74.135,,,,,,,,,,,,,,,,,,,,,,,2.93,65.177,,,,,,,,0,,0,0,0,0,KL-MPP-NIL-221545,11.313690 76.205960
553,North Zone,MALAPPURAM,MALAPPURAM,517,KALIKAVU,6881,CHOKKAD,CHOKKAD,221546,POOKKOTTUMPADAM,1,x,,70.35,75.64,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,73.293,,,,,,73.459,,,,,,,,,,,,,,,,,,,,,,,4.863,46.809,,,,,,,,0,,0,0,0,0,KL-MPP-KAL-221546,11.227146 76.328675
554,North Zone,MALAPPURAM,MALAPPURAM,517,NILAMBUR,6346,CHUNGATHARA,CHUNGATHARA,221547,NILAMBUR,1,,,61.79,57.99,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,74.76,,,,,,74.135,,,,,,,,,,,,,,,,,,,,,,,2.93,65.177,,,,,,,,0,,0,0,0,0,KL-MPP-NIL-221547,11.336320 76.276950
555,North Zone,MALAPPURAM,MALAPPURAM,517,NILAMBUR,6346,EDAKKARA,EDAKKARA,221548,NILAMBUR,1,,,61.79,57.99,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,74.76,,,,,,74.135,,,,,,,,,,,,,,,,,,,,,,,2.93,65.177,,,,,,,,0,,0,0,0,0,KL-MPP-NIL-221548,11.35954 76.30705
556,North Zone,MALAPPURAM,MALAPPURAM,517,KALIKAVU,6881,EDAPPATTA,EDAPPATTA,221555,POOKKOTTUMPADAM,1,x,,70.35,75.64,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,73.293,,,,,,73.459,,,,,,,,,,,,,,,,,,,,,,,4.863,46.809,,,,,,,,0,,0,0,0,0,KL-MPP-KAL-221555,11.081464 76.292315
557,North Zone,MALAPPURAM,MALAPPURAM,517,KALIKAVU,6881,KALIKAVU,KALIKAVU,221549,POOKKOTTUMPADAM,1,x,,70.35,75.64,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,73.293,,,,,,73.459,,,,,,,,,,,,,,,,,,,,,,,4.863,46.809,,,,,,,,0,,0,0,0,0,KL-MPP-KAL-221549,11.17042 76.31821
558,North Zone,MALAPPURAM,MALAPPURAM,517,NILAMBUR,6346,MOOTHADEM,MOOTHADEM,221551,NILAMBUR,1,,,61.79,57.99,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,74.76,,,,,,74.135,,,,,,,,,,,,,,,,,,,,,,,2.93,65.177,,,,,,,,0,,0,0,0,0,KL-MPP-NIL-221551,11.325650 76.331900
559,North Zone,MALAPPURAM,MALAPPURAM,517,NILAMBUR,6346,POTHUKKAL,POTHUKKAL,221552,NILAMBUR,1,,,61.79,57.99,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,74.76,,,,,,74.135,,,,,,,,,,,,,,,,,,,,,,,2.93,65.177,,,,,,,,0,,0,0,0,0,KL-MPP-NIL-221552,11.40442 76.2512
560,North Zone,MALAPPURAM,MALAPPURAM,517,NILAMBUR,6346,VAZHIKKADAVU,VAZHIKKADAVU,221553,NILAMBUR,1,,,61.79,57.99,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,74.76,,,,,,74.135,,,,,,,,,,,,,,,,,,,,,,,2.93,65.177,,,,,,,,0,,0,0,0,0,KL-MPP-NIL-221553,11.38062 76.34139
561,North Zone,MALAPPURAM,MALAPPURAM,517,PERINTHALMANNA,6347,ELAMKULAM,ELAMKULAM,221556,PERINTALMANNA,1,,,80.54,81.56,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.121,,,,,,90.737,,,,,,,,,,,,,,,,,,,,,,,6.562,70.787,,,,,,,,0,,0,0,0,0,KL-MPP-PNT-221556,10.90948 76.22588
562,North Zone,MALAPPURAM,MALAPPURAM,517,KALIKAVU,6881,KARULAI,KARULAI,221550,POOKKOTTUMPADAM,1,x,,70.35,75.64,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,73.293,,,,,,73.459,,,,,,,,,,,,,,,,,,,,,,,4.863,46.809,,,,,,,,0,,0,0,0,0,KL-MPP-KAL-221550,11.28382 76.29648
563,North Zone,MALAPPURAM,MALAPPURAM,517,PERINTHALMANNA,6347,KEEZHATTUR,KEEZHATTUR,221557,PERINTALMANNA,1,,,80.54,81.56,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.121,,,,,,90.737,,,,,,,,,,,,,,,,,,,,,,,6.562,70.787,,,,,,,,0,,0,0,0,0,KL-MPP-PNT-221557,11.05308 76.23134
564,North Zone,MALAPPURAM,MALAPPURAM,517,PERINTHALMANNA,6347,MELATTUR,MELATTUR,221558,PERINTALMANNA,1,,,80.54,81.56,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.121,,,,,,90.737,,,,,,,,,,,,,,,,,,,,,,,6.562,70.787,,,,,,,,0,,0,0,0,0,KL-MPP-PNT-221558,11.061 76.27134
565,North Zone,MALAPPURAM,MALAPPURAM,517,PERINTHALMANNA,6347,PULAMANTHOLE,PULAMANTHOLE,221542,PERINTALMANNA,1,,,80.54,81.56,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.121,,,,,,90.737,,,,,,,,,,,,,,,,,,,,,,,6.562,70.787,,,,,,,,0,,0,0,0,0,KL-MPP-PNT-221542,10.90193 76.19371
566,North Zone,MALAPPURAM,MALAPPURAM,517,PERINTHALMANNA,6347,THAZHEKODE,THAZHEKODE,221559,PERINTALMANNA,1,,,80.54,81.56,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.121,,,,,,90.737,,,,,,,,,,,,,,,,,,,,,,,6.562,70.787,,,,,,,,0,,0,0,0,0,KL-MPP-PNT-221559,10.95385 76.31938
567,North Zone,MALAPPURAM,MALAPPURAM,517,PERINTHALMANNA,6347,VETTATHUR,VETTATHUR,221560,PERINTALMANNA,1,,,80.54,81.56,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.121,,,,,,90.737,,,,,,,,,,,,,,,,,,,,,,,6.562,70.787,,,,,,,,0,,0,0,0,0,KL-MPP-PNT-221560,11.01873 76.27933
568,North Zone,MALAPPURAM,MALAPPURAM,517,PERUMPADAPPU,6348,ALAMCODE,ALAMCODE,221561,MARANCHERY,1,,,28.51,25.7,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,32.791,,,,,,29.177,,,,,,,,,,,,,,,,,,,,,,,3.475,19.577,,,,,,,,0,,0,0,0,0,KL-MPP-PER-221561,10.73668 76.02954
569,North Zone,MALAPPURAM,MALAPPURAM,517,PERUMPADAPPU,6348,MARANCHERI,MARANCHERI,221562,MARANCHERY,1,,,28.51,25.7,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,32.791,,,,,,29.177,,,,,,,,,,,,,,,,,,,,,,,3.475,19.577,,,,,,,,0,,0,0,0,0,KL-MPP-PER-221562,10.73373 75.97512
570,North Zone,MALAPPURAM,MALAPPURAM,517,PERUMPADAPPU,6348,NANNAMUKKU,NANNAMUKKU,221563,MARANCHERY,1,,,28.51,25.7,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,32.791,,,,,,29.177,,,,,,,,,,,,,,,,,,,,,,,3.475,19.577,,,,,,,,0,,0,0,0,0,KL-MPP-PER-221563,10.71654 76.01787
571,North Zone,MALAPPURAM,MALAPPURAM,517,PERUMPADAPPU,6348,PERUMPADAPPA,PERUMPADAPPA,221564,MARANCHERY,1,,,28.51,25.7,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,32.791,,,,,,29.177,,,,,,,,,,,,,,,,,,,,,,,3.475,19.577,,,,,,,,0,,0,0,0,0,KL-MPP-PER-221564,10.69919 75.9885
572,North Zone,MALAPPURAM,MALAPPURAM,517,PERUMPADAPPU,6348,VELIYANCODE,VELIYANCODE,221565,MARANCHERY,1,,,28.51,25.7,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,32.791,,,,,,29.177,,,,,,,,,,,,,,,,,,,,,,,3.475,19.577,,,,,,,,0,,0,0,0,0,KL-MPP-PER-221565,10.7253 75.97798
573,North Zone,MALAPPURAM,MALAPPURAM,517,PONNANI,6349,EDAPPAL,EDAPPAL,221566,Ponnani,1,,,22.44,20.27,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,29.618,,,,,,43.614,,,,,,,,,,,,,,,,,,,,,,,2.313,15.311,,,,,,,,0,,0,0,0,0,KL-MPP-PON-221566,10.78582 76.00147
574,North Zone,MALAPPURAM,MALAPPURAM,517,PONNANI,6349,KALADY,KALADY,221046,Ponnani,1,,,22.44,20.27,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,29.618,,,,,,43.614,,,,,,,,,,,,,,,,,,,,,,,2.313,15.311,,,,,,,,0,,0,0,0,0,KL-MPP-PON-239030,10.82694 75.99072
575,North Zone,MALAPPURAM,MALAPPURAM,517,PONNANI,6349,TAVANUR,TAVANUR,221567,Ponnani,1,,,22.44,20.27,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,29.618,,,,,,43.614,,,,,,,,,,,,,,,,,,,,,,,2.313,15.311,,,,,,,,0,,0,0,0,0,KL-MPP-PON-221567,10.84129 75.99442
576,North Zone,MALAPPURAM,MALAPPURAM,517,TANUR,6350,CHERIYAMUNDAM,CHERIYAMUNDAM,221569,THANALUR,1,,,31.65,28.8,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,49.654,,,,,,50.295,,,,,,,,,,,,,,,,,,,,,,,12.852,24.787,,,,,,,,0,,0,0,0,0,KL-MPP-TAN-221569,10.94902 75.94813
577,North Zone,MALAPPURAM,MALAPPURAM,517,KUTTIPPURAM,6343,MARAKKARA,MARAKKARA,221528,VALANCHERRY,1,,,51.38,47.03,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,46.292,,,,,,58.943,,,,,,,,,,,,,,,,,,,,,,,4.7,45.752,,,,,,,,0,,0,0,0,0,KL-MPP-KUT-221528,10.95096 76.03405
578,North Zone,MALAPPURAM,MALAPPURAM,517,TANUR,6350,NIRAMARUTHOOR,NIRAMARUTHOOR,221571,THANALUR,1,,,31.65,28.8,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,49.654,,,,,,50.295,,,,,,,,,,,,,,,,,,,,,,,12.852,24.787,,,,,,,,0,,0,0,0,0,KL-MPP-TAN-221571,10.92581 75.90057
579,North Zone,MALAPPURAM,MALAPPURAM,517,TANUR,6350,OZHUR,OZHUR,221572,THANALUR,1,,,31.65,28.8,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,49.654,,,,,,50.295,,,,,,,,,,,,,,,,,,,,,,,12.852,24.787,,,,,,,,0,,0,0,0,0,KL-MPP-TAN-221572,10.98073 75.91859
580,North Zone,MALAPPURAM,MALAPPURAM,517,TANUR,6350,PERUMANNAKLARI,PERUMANNAKLARI,239031,THANALUR,1,,,31.65,28.8,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,49.654,,,,,,50.295,,,,,,,,,,,,,,,,,,,,,,,12.852,24.787,,,,,,,,0,,0,0,0,0,KL-MPP-TAN-239031,10.982103°/ 75.958027°
581,North Zone,MALAPPURAM,MALAPPURAM,517,TANUR,6350,PONMUNDAM,PONMUNDAM,221573,THANALUR,1,,,31.65,28.8,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,49.654,,,,,,50.295,,,,,,,,,,,,,,,,,,,,,,,12.852,24.787,,,,,,,,0,,0,0,0,0,KL-MPP-TAN-221573,10.953840° 75.945970°
582,North Zone,MALAPPURAM,MALAPPURAM,517,TANUR,6350,TANALUR,TANALUR,221574,THANALUR,1,,,31.65,28.8,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,49.654,,,,,,50.295,,,,,,,,,,,,,,,,,,,,,,,12.852,24.787,,,,,,,,0,,0,0,0,0,KL-MPP-TAN-221574,10.95195 75.90903
583,North Zone,MALAPPURAM,MALAPPURAM,517,TIRUR,6351,MANGALAM,MANGALAM,221577,TIRUR,1,,,41.63,37.63,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,38.663,,,,,,43.101,,,,,,,,,,,,,,,,,,,,,,,2.01,44.823,,,,,,,,0,,0,0,0,0,KL-MPP-TRU-221577,10.85083 75.92117
584,North Zone,MALAPPURAM,MALAPPURAM,517,TIRUR,6351,PURATHUR,PURATHUR,221578,TIRUR,1,,,41.63,37.63,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,38.663,,,,,,43.101,,,,,,,,,,,,,,,,,,,,,,,2.01,44.823,,,,,,,,0,,0,0,0,0,KL-MPP-TRU-221578,10.81569 75.92442
585,North Zone,MALAPPURAM,MALAPPURAM,517,TIRUR,6351,THALAKKAD,THALAKKAD,221579,TIRUR,1,,,41.63,37.63,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,38.663,,,,,,43.101,,,,,,,,,,,,,,,,,,,,,,,2.01,44.823,,,,,,,,0,,0,0,0,0,KL-MPP-TRU-221579,10.8845 75.93237
586,North Zone,MALAPPURAM,MALAPPURAM,517,TIRUR,6351,THIRUNAVAYA,THIRUNAVAYA,221580,TIRUR,1,,,41.63,37.63,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,38.663,,,,,,43.101,,,,,,,,,,,,,,,,,,,,,,,2.01,44.823,,,,,,,,0,,0,0,0,0,KL-MPP-TRU-221580,10.86533 75.98185
587,North Zone,MALAPPURAM,MALAPPURAM,517,TIRUR,6351,TRIPRANGODE,TRIPRANGODE,221581,TIRUR,1,,,41.63,37.63,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,38.663,,,,,,43.101,,,,,,,,,,,,,,,,,,,,,,,2.01,44.823,,,,,,,,0,,0,0,0,0,KL-MPP-TRU-221581,10.84861 75.9414
588,North Zone,MALAPPURAM,MALAPPURAM,517,TIRUR,6351,VETTOM,VETTOM,221582,TIRUR,1,,,41.63,37.63,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,38.663,,,,,,43.101,,,,,,,,,,,,,,,,,,,,,,,2.01,44.823,,,,,,,,0,,0,0,0,0,KL-MPP-TRU-221582,10.87577 75.90683
589,North Zone,MALAPPURAM,MALAPPURAM,517,TIRURANGADI,6352,MOONNIYUR,MOONNIYUR,221583,TIRURANGADI,1,,,51.92,60.71,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,72.066,,,,,,70.613,,,,,,,,,,,,,,,,,,,,,,,2.304,48.265,,,,,,,,0,,0,0,0,0,KL-MPP-TIR-221583,11.0807 75.90207
590,North Zone,MALAPPURAM,MALAPPURAM,517,TIRURANGADI,6352,NANNAMBRA,NANNAMBRA,221584,TIRURANGADI,1,,,51.92,60.71,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,72.066,,,,,,70.613,,,,,,,,,,,,,,,,,,,,,,,2.304,48.265,,,,,,,,0,,0,0,0,0,KL-MPP-TIR-221584,11.01015 75.9239
591,North Zone,MALAPPURAM,MALAPPURAM,517,TIRURANGADI,6352,PERUVALLUR,PERUVALLUR,221586,TIRURANGADI,1,,,51.92,60.71,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,72.066,,,,,,70.613,,,,,,,,,,,,,,,,,,,,,,,2.304,48.265,,,,,,,,0,,0,0,0,0,KL-MPP-TIR-221586,11.10579 75.92785
592,North Zone,MALAPPURAM,MALAPPURAM,517,TIRURANGADI,6352,THENHIPPALAM,THENHIPPALAM,221587,TIRURANGADI,1,,,51.92,60.71,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,72.066,,,,,,70.613,,,,,,,,,,,,,,,,,,,,,,,2.304,48.265,,,,,,,,0,,0,0,0,0,KL-MPP-TIR-221587,11.11882 75.89307
593,North Zone,MALAPPURAM,MALAPPURAM,517,TIRURANGADI,6352,VALLIKKUNNU,VALLIKKUNNU,221589,TIRURANGADI,1,,,51.92,60.71,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,72.066,,,,,,70.613,,,,,,,,,,,,,,,,,,,,,,,2.304,48.265,,,,,,,,0,,0,0,0,0,KL-MPP-TIR-221589,11.120506 75.846435
594,North Zone,MALAPPURAM,MALAPPURAM,517,VENGARA,6353,EDARIKODE,EDARIKODE,221591,VENGARA,1,,,45.96,32.68,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,37.617,,,,,,38.134,,,,,,,,,,,,,,,,,,,,,,,12.388,24.644,,,,,,,,0,,0,0,0,0,KL-MPP-VEN-221591,10.99363 75.9794
595,North Zone,MALAPPURAM,MALAPPURAM,517,VENGARA,6353,KANNAMANGALAM,KANNAMANGALAM,221592,VENGARA,1,,,45.96,32.68,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,37.617,,,,,,38.134,,,,,,,,,,,,,,,,,,,,,,,12.388,24.644,,,,,,,,0,,0,0,0,0,KL-MPP-VEN-221592,11.07899 75.97633
596,North Zone,MALAPPURAM,MALAPPURAM,517,VENGARA,6353,PARAPPUR,PARAPPUR,221594,VENGARA,1,,,45.96,32.68,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,37.617,,,,,,38.134,,,,,,,,,,,,,,,,,,,,,,,12.388,24.644,,,,,,,,0,,0,0,0,0,KL-MPP-VEN-221594,11.01364 75.99167
597,North Zone,MALAPPURAM,MALAPPURAM,517,MALAPPURAM,6344,POOKKOTTUR,POOKKOTTUR,221533,MALAPPURAM,1,,,63.63,63.71,Akash Chandra,20-08-2025,Yes,20-08-2025,Yes,20-08-2025,77.192,,,,,,79.181,,,,,,,,,,,,,,,,,,,,,,,4.666,47.056,,,,,,,,0,,0,0,0,0,KL-MPP-MAL-221533,11.10514 76.0583
