S.no,Zone Name,BA Name,District name,District LGD Code,BLOCK NAME,Block LGD Code,GP Name,GP NAME,LGD CODE,Router  Location Name,GP Nos,"Convert to Municipality(GP COUNT)","GP Count ammendment","BSNL OFC SCOPE(AS PER RFP)(KM)","OFC SCOPE(AS PER RFP)",Block KML ASSIGNED,Proposed KML Submission Date ,KML Received (Yes/No),KML received date,KML Submitted to BSNL through mail (Yes/No), Block KML Submitted to BSNL through mail date,Length as per KML (Proposed),Length as per KML (Incremental),BSNL Feedback,Resubmission of ammedmend date,BSNL KML Acceptance,BSNL KML Acceptance Date,KML Length After  approval,GP Name as per Desktop Survey,Block Router Location Name as per Desktop Survey,ICP Name as per Desktop Survey,Reffered for documentation work,Reffered for documentation date,Document Ready for Submission,Document Ready for Submission date,No of GP's as per Desktop Survey,"Route Length as per Desktop Survey as per documentation(In Km)",Document Submission to BSNL,Signoff from BSNL authority date,Physical survey proposed date,Physical survey Start date,Physical survey End date,Representative from APL Side,Representative from IE Side,Representative from BSNL Side,Videography of the Route Satatus,"Physical Survey WIP",Physical survey status,No of Rings ,Total route length as per physical survey,Existing Incremental in this Block (KM),BSNL Leased OFC (KM),Incremental Route length to be use in new Ring (KM),New OFC to be laid (KM),"Row identify kn","Row Pending KM",Infra Report Received from SRIT,Survey Report Preparation Status,Report Submission Date,Final KML after Physical Survey,Physical Survey Approved (Yes/No),BOQ Prepared,BOQ Submitted,BOQ Submition date,BOQ Approved,,
51,South Zone,ALAPPUZHA,ALAPPUZHA,509,MUTHUKULAM,6268,KRISHNAPURAM,KRISHNAPURAM,221019,KAYAMKULAM,1,,,46.16,35,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,68.5,,Confirmation mail received,,Yes,19-09-2025,62.53,,,,,,,,,,,,,,,,,,,,,,,4.4,59.3,,,,,,,,0,,0,0,0,0,KL-ALA-MUT-221019,9.1515 76.52438
52,South Zone,ALAPPUZHA,ALAPPUZHA,509,MUTHUKULAM,6268,MUTHUKULAM,MUTHUKULAM,221020,KAYAMKULAM,1,,,46.16,35,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,68.5,,Confirmation mail received,,Yes,19-09-2025,62.53,,,,,,,,,,,,,,,,,,,,,,,4.4,59.3,,,,,,,,0,,0,0,0,0,KL-ALA-MUT-221020,9.21524 76.45924
53,South Zone,ALAPPUZHA,ALAPPUZHA,509,MUTHUKULAM,6268,PATHIYOOR,PATHIYOOR,221021,KAYAMKULAM,1,,,46.16,35,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,68.50,,Confirmation mail received,,Yes,19-09-2025,62.53,,,,,,,,,,,,,,,,,,,,,,,4.4,59.3,,,,,,,,0,,0,0,0,0,KL-ALA-MUT-221021,9.20997 76.49563
54,South Zone,ALAPPUZHA,ALAPPUZHA,509,PATTANAKKAD,6269,AROOR,AROOR,221022,AROOR,1,,,35.99,53,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,57.0,,Confirmation mail received,,Yes,18-09-2025,54.19,,,,,,,,,,,,,,,,,,,,,,,2.7,78.7,,,,,,,,0,,0,0,0,0,KL-ALA-PAT-221022,9.86634 76.30518
55,South Zone,ALAPPUZHA,ALAPPUZHA,509,PATTANAKKAD,6269,EZHUPUNNA,EZHUPUNNA,221023,AROOR,1,,,35.99,53,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,57.0,,Confirmation mail received,,Yes,18-09-2025,54.19,,,,,,,,,,,,,,,,,,,,,,,2.7,78.7,,,,,,,,0,,0,0,0,0,KL-ALA-PAT-221023,9.82339 76.30988
56,South Zone,ALAPPUZHA,ALAPPUZHA,509,KANJIKKUZHY,6266,THANNEERMUKKAM,THANNEERMUKKAM,221010,CHERTHALA,1,,,36.29,43,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,45.0,,Confirmation mail received,,Yes,18-09-2025,46.29,,,,,,,,,,,,,,,,,,,,,,,4.3,41.5,,,,,,,,0,,0,0,0,0,KL-ALA-KAN-221010,9.67609 76.39245
57,South Zone,ALAPPUZHA,ALAPPUZHA,509,PATTANAKKAD,6269,KODAMTHURUTHU,KODAMTHURUTHU,221025,AROOR,1,,,35.99,53,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,57.0,,Confirmation mail received,,Yes,18-09-2025,54.19,,,,,,,,,,,,,,,,,,,,,,,2.68,78.70,,,,,,,,0,,0,0,0,0,KL-ALA-PAT-221025,9.796560 76.315930
58,South Zone,ALAPPUZHA,ALAPPUZHA,509,PATTANAKKAD,6269,KUTHIATHODU,KUTHIATHODU,221026,AROOR,1,,,35.99,53,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,57.0,,Confirmation mail received,,Yes,18-09-2025,54.19,,,,,,,,,,,,,,,,,,,,,,,2.68,78.70,,,,,,,,0,,0,0,0,0,KL-ALA-PAT-221026,9.7832169 76.3180583
59,South Zone,ALAPPUZHA,ALAPPUZHA,509,PATTANAKKAD,6269,PATTANAKKAD,PATTANAKKAD,221027,AROOR,1,,,35.99,53,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,57.0,,Confirmation mail received,,Yes,18-09-2025,54.19,,,,,,,,,,,,,,,,,,,,,,,2.7,78.7,,,,,,,,0,,0,0,0,0,KL-ALA-PAT-221027,9.7324 76.31822
60,South Zone,ALAPPUZHA,ALAPPUZHA,509,PATTANAKKAD,6269,THURAVOOR,THURAVOOR,221028,AROOR,1,,,35.99,53,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,57.0,,Confirmation mail received,,Yes,18-09-2025,54.19,,,,,,,,,,,,,,,,,,,,,,,2.68,78.70,,,,,,,,0,,0,0,0,0,KL-ALA-PAT-221028,9.75722 76.31828
61,South Zone,ALAPPUZHA,ALAPPUZHA,509,PATTANAKKAD,6269,VAYALAR,VAYALAR,221029,AROOR,1,,,35.99,53,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,57.0,,Confirmation mail received,,Yes,18-09-2025,54.19,,,,,,,,,,,,,,,,,,,,,,,2.7,78.7,,,,,,,,0,,0,0,0,0,KL-ALA-PAT-221029,9.72223 76.34062
62,South Zone,ALAPPUZHA,ALAPPUZHA,509,THYCATTUSSERY,6270,AROOKUTTY,AROOKUTTY,221030,THYCATTUSSERY,1,,,40.06,41,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,35.2,,Confirmation mail received,,Yes,18-09-2025,39.12,,,,,,,,,,,,,,,,,,,,,,,2.8,22.4,,,,,,,,0,,0,0,0,0,KL-ALA-THY-221030,9.86473 76.32407
63,South Zone,ALAPPUZHA,ALAPPUZHA,509,THYCATTUSSERY,6270,CHENNAMPALIPPURAM,CHENNAMPALIPPURAM,221031,THYCATTUSSERY,1,,,40.06,41,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,35.2,,Confirmation mail received,,Yes,18-09-2025,39.12,,,,,,,,,,,,,,,,,,,,,,,2.8,22.4,,,,,,,,0,,0,0,0,0,KL-ALA-THY-221031,9.741100 76.362830
64,South Zone,ALAPPUZHA,ALAPPUZHA,509,THYCATTUSSERY,6270,PANAVALLY,PANAVALLY,221032,THYCATTUSSERY,1,,,40.06,41,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,35.2,,Confirmation mail received,,Yes,18-09-2025,39.12,,,,,,,,,,,,,,,,,,,,,,,2.8,22.4,,,,,,,,0,,0,0,0,0,KL-ALA-THY-221032,9.81623 76.35132
65,South Zone,ALAPPUZHA,ALAPPUZHA,509,THYCATTUSSERY,6270,PERUMBALAM,PERUMBALAM,221033,THYCATTUSSERY,1,,,40.06,41,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,35.2,,Confirmation mail received,,Yes,18-09-2025,39.12,,,,,,,,,,,,,,,,,,,,,,,2.8,22.4,,,,,,,,0,,0,0,0,0,KL-ALA-THY-221033,9.84247 76.35922
66,South Zone,ALAPPUZHA,ALAPPUZHA,509,THYCATTUSSERY,6270,THAICATTUSSERY,THAICATTUSSERY,221034,THYCATTUSSERY,1,,,40.06,41,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,35.2,,Confirmation mail received,,Yes,18-09-2025,39.12,,,,,,,,,,,,,,,,,,,,,,,2.8,22.4,,,,,,,,0,,0,0,0,0,KL-ALA-THY-221034,9.77344 76.34242
67,South Zone,ALAPPUZHA,ALAPPUZHA,509,VELIYANAD,6271,KAVALAM,KAVALAM,221035,PULINKUNNU,1,,,29.92,32,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,42.1,,Confirmation mail received,,Yes,18-09-2025,42.12,,,,,,,,,,,,,,,,,,,,,,,5.4,31.3,,,,,,,,0,,0,0,0,0,KL-ALA-VEL-221035,9.47256 76.46091
68,South Zone,ALAPPUZHA,ALAPPUZHA,509,VELIYANAD,6271,MUTTAR,MUTTAR,221036,PULINKUNNU,1,,,29.92,32,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,42.1,,Confirmation mail received,,Yes,18-09-2025,42.12,,,,,,,,,,,,,,,,,,,,,,,5.35,31.26,,,,,,,,0,,0,0,0,0,KL-ALA-VEL-221036,9.40092 76.49954
69,South Zone,ALAPPUZHA,ALAPPUZHA,509,VELIYANAD,6271,NEELAMPEROOR,NEELAMPEROOR,221037,PULINKUNNU,1,,,29.92,32,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,42.1,,Confirmation mail received,,Yes,18-09-2025,42.12,,,,,,,,,,,,,,,,,,,,,,,5.4,31.3,,,,,,,,0,,0,0,0,0,KL-ALA-VEL-221037,9.49097 76.49734
70,South Zone,ALAPPUZHA,ALAPPUZHA,509,VELIYANAD,6271,PULINKUNNU,PULINKUNNU,221038,PULINKUNNU,1,,,29.92,32,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,42.1,,Confirmation mail received,,Yes,18-09-2025,42.12,,,,,,,,,,,,,,,,,,,,,,,5.4,31.3,,,,,,,,0,,0,0,0,0,KL-ALA-VEL-221038,9.44994311 76.44832994
71,South Zone,ALAPPUZHA,ALAPPUZHA,509,VELIYANAD,6271,RAMANKARI,RAMANKARI,221039,PULINKUNNU,1,,,29.92,32,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,42.1,,Confirmation mail received,,Yes,18-09-2025,42.12,,,,,,,,,,,,,,,,,,,,,,,5.4,31.3,,,,,,,,0,,0,0,0,0,KL-ALA-VEL-221039,9.42363 76.46621
72,South Zone,ALAPPUZHA,ALAPPUZHA,509,VELIYANAD,6271,VELIYANAD,VELIYANAD,221040,PULINKUNNU,1,,,29.92,32,Saurav Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,42.1,,Confirmation mail received,,Yes,18-09-2025,42.12,,,,,,,,,,,,,,,,,,,,,,,5.4,31.3,,,,,,,,0,,0,0,0,0,KL-ALA-VEL-221040,9.42489 76.48878
73,Central Zone,ERNAKULAM,ERNAKULAM,510,ALANGAD,6272,ALANGAD,ALANGAD,221041,VARAPPUZHA,1,,,24.06,38,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,25.7,,Confirmation mail received,45897,Yes,13-09-2025,27.19,"ALANGAD,KADUNGALLUR,KARUMALLOOR,VARAPUZHA",VARAPPUZHA,NA,,,,,4,,,,,,,,,,,,,,,2.3,12.1,,,,,,,,0,,0,0,0,0,KL-ERN-ALA-221041,10.11811 76.28522
74,Central Zone,ERNAKULAM,ERNAKULAM,510,ALANGAD,6272,KADUNGALLUR,KADUNGALLUR,221043,VARAPPUZHA,1,,,24.06,38,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,25.7,,Confirmation mail received,45897,Yes,13-09-2025,27.19,"ALANGAD,KADUNGALLUR,KARUMALLOOR,VARAPUZHA",VARAPPUZHA,NA,,,,,4,,,,,,,,,,,,,,,2.3,12.1,,,,,,,,0,,0,0,0,0,KL-ERN-ALA-221043,10.0959 76.31796
75,Central Zone,ERNAKULAM,ERNAKULAM,510,ALANGAD,6272,KARUMALLOOR,KARUMALLOOR,221042,VARAPPUZHA,1,,,24.06,38,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,25.7,,Confirmation mail received,45897,Yes,13-09-2025,27.19,"ALANGAD,KADUNGALLUR,KARUMALLOOR,VARAPUZHA",VARAPPUZHA,NA,,,,,4,,,,,,,,,,,,,,,2.3,12.1,,,,,,,,0,,0,0,0,0,KL-ERN-ALA-221042,10.12985 76.29313
76,Central Zone,ERNAKULAM,ERNAKULAM,510,ALANGAD,6272,VARAPUZHA,VARAPUZHA,221044,VARAPPUZHA,1,,,24.06,38,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,25.7,,Confirmation mail received,45897,Yes,13-09-2025,27.19,"ALANGAD,KADUNGALLUR,KARUMALLOOR,VARAPUZHA",VARAPPUZHA,NA,,,,,4,,,,,,,,,,,,,,,2.3,12.1,,,,,,,,0,,0,0,0,0,KL-ERN-ALA-221044,10.07512 76.27093
77,Central Zone,ERNAKULAM,ERNAKULAM,510,ANGAMALI,6273,AYYAMPUZHA,AYYAMPUZHA,221045,ANGAMALI,1,,,51.6,51,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,67.8,,Confirmation mail received,45897,Yes,01-09-2025,65.16,"AYYAMPUZHA,KALADY,KANJOOR,KARUKUTTY,MALAYATTOOR NEELESWARAM,MANJAPRA,MOOKKANNUR,THURAVOOR",ANGAMALI,NEDUMBASSERY(PARAKKADAV Block),,,,,,,,,,,,,,,,,,,,2.9,66.8,,,,,,,,0,,0,0,0,0,KL-ERN-ANG-221045,"10.25302963,76.47630551"
78,Central Zone,ERNAKULAM,ERNAKULAM,510,ANGAMALI,6273,KALADY,KALADY,221046,ANGAMALI,1,,,51.6,51,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,67.8,,Confirmation mail received,45897,Yes,01-09-2025,65.16,"AYYAMPUZHA,KALADY,KANJOOR,KARUKUTTY,MALAYATTOOR NEELESWARAM,MANJAPRA,MOOKKANNUR,THURAVOOR",ANGAMALI,NEDUMBASSERY(PARAKKADAV Block),,,,,,,,,,,,,,,,,,,,2.9,66.8,,,,,,,,0,,0,0,0,0,KL-ERN-ANG-221046,10.16721 76.43605
79,Central Zone,ERNAKULAM,ERNAKULAM,510,ANGAMALI,6273,KANJOOR,KANJOOR,221047,ANGAMALI,1,,,51.6,51,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,67.8,,Confirmation mail received,45897,Yes,01-09-2025,65.16,"AYYAMPUZHA,KALADY,KANJOOR,KARUKUTTY,MALAYATTOOR NEELESWARAM,MANJAPRA,MOOKKANNUR,THURAVOOR",ANGAMALI,NEDUMBASSERY(PARAKKADAV Block),,,,,,,,,,,,,,,,,,,,2.9,66.8,,,,,,,,0,,0,0,0,0,KL-ERN-ANG-221047,10.145565 76.426049
80,Central Zone,ERNAKULAM,ERNAKULAM,510,ANGAMALI,6273,KARUKUTTY,KARUKUTTY,221048,ANGAMALI,1,,,51.6,51,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,67.8,,Confirmation mail received,45897,Yes,01-09-2025,65.16,"AYYAMPUZHA,KALADY,KANJOOR,KARUKUTTY,MALAYATTOOR NEELESWARAM,MANJAPRA,MOOKKANNUR,THURAVOOR",ANGAMALI,NEDUMBASSERY(PARAKKADAV Block),,,,,,,,,,,,,,,,,,,,2.9,66.8,,,,,,,,0,,0,0,0,0,KL-ERN-ANG-221048,10.22505 76.37596
81,Central Zone,ERNAKULAM,ERNAKULAM,510,ANGAMALI,6273,MALAYATTOOR NEELESWARAM,MALAYATTOOR NEELESWARAM,221049,ANGAMALI,1,,,51.6,51,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,67.8,,Confirmation mail received,45897,Yes,01-09-2025,65.16,"AYYAMPUZHA,KALADY,KANJOOR,KARUKUTTY,MALAYATTOOR NEELESWARAM,MANJAPRA,MOOKKANNUR,THURAVOOR",ANGAMALI,NEDUMBASSERY(PARAKKADAV Block),,,,,,,,,,,,,,,,,,,,2.9,66.8,,,,,,,,0,,0,0,0,0,KL-ERN-ANG-221049,10.18556 76.47555
82,Central Zone,ERNAKULAM,ERNAKULAM,510,ANGAMALI,6273,MANJAPRA,MANJAPRA,221050,ANGAMALI,1,,,51.6,51,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,67.8,,Confirmation mail received,45897,Yes,01-09-2025,65.16,"AYYAMPUZHA,KALADY,KANJOOR,KARUKUTTY,MALAYATTOOR NEELESWARAM,MANJAPRA,MOOKKANNUR,THURAVOOR",ANGAMALI,NEDUMBASSERY(PARAKKADAV Block),,,,,,,,,,,,,,,,,,,,2.9,66.8,,,,,,,,0,,0,0,0,0,KL-ERN-ANG-221050,10.20478 76.45211
83,Central Zone,ERNAKULAM,ERNAKULAM,510,ANGAMALI,6273,MOOKKANNUR,MOOKKANNUR,221051,ANGAMALI,1,,,51.6,51,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,67.8,,Confirmation mail received,45897,Yes,01-09-2025,65.16,"AYYAMPUZHA,KALADY,KANJOOR,KARUKUTTY,MALAYATTOOR NEELESWARAM,MANJAPRA,MOOKKANNUR,THURAVOOR",ANGAMALI,NEDUMBASSERY(PARAKKADAV Block),,,,,,,,,,,,,,,,,,,,2.9,66.8,,,,,,,,0,,0,0,0,0,KL-ERN-ANG-221051,10.21909 76.41274
84,Central Zone,ERNAKULAM,ERNAKULAM,510,PARAKKADAV,6281,CHENGAMANAD,CHENGAMANAD,221095,CHENGAMANAD,1,,,65.32,61,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,69.2,,Confirmation mail received,45897,Yes,13-09-2025,83.92,"CHENGAMANAD,KUNNUKARA,NEDUMBASSERY,PARAKKADAVU,PUTHENVELIKKARA,SREEMOOLANAGARAM",,,,,,,,,,,,,,,,,,,,,,1.9,29.4,,,,,,,,0,,0,0,0,0,KL-ERN-PRA-221095,10.0888 76.34318
85,Central Zone,ERNAKULAM,ERNAKULAM,510,ANGAMALI,6273,THURAVOOR,THURAVOOR,221028,ANGAMALI,1,,,51.6,51,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,67.8,,Confirmation mail received,45897,Yes,01-09-2025,65.16,"AYYAMPUZHA,KALADY,KANJOOR,KARUKUTTY,MALAYATTOOR NEELESWARAM,MANJAPRA,MOOKKANNUR,THURAVOOR",ANGAMALI,NEDUMBASSERY(PARAKKADAV Block),,,,,,,,,,,,,,,,,,,,2.9,66.8,,,,,,,,0,,0,0,0,0,KL-ERN-ANG-221053,10.205377 76.422140
86,Central Zone,ERNAKULAM,ERNAKULAM,510,EDAPPALLY,6274,CHERANALLUR,CHERANALLUR,221054,BOAT JETTY,1,,,43.36,14,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,61.9,,Confirmation mail received,45896,Yes,28-08-2025,57.61,"CHERANALLUR,ELAMKUNNAPUZHA,KADAMAKKUDY,MULAVUKAD",BOAT JETTY,VADAVUCODE PUTHEN CRUZ GP (VADAVUCODE Block),,,,,,,,,,,,,,,,,,,,3.5,14.2,,,,,,,,0,,0,0,0,0,KL-ERN-EDA-221054,10.04035 76.27977
87,Central Zone,ERNAKULAM,ERNAKULAM,510,EDAPPALLY,6274,ELAMKUNNAPUZHA,ELAMKUNNAPUZHA,221118,BOAT JETTY,1,,,43.36,14,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,61.9,,Confirmation mail received,45896,Yes,28-08-2025,57.61,"CHERANALLUR,ELAMKUNNAPUZHA,KADAMAKKUDY,MULAVUKAD",BOAT JETTY,VADAVUCODE PUTHEN CRUZ GP (VADAVUCODE Block),,,,,,,,,,,,,,,,,,,,3.5,14.2,,,,,,,,0,,0,0,0,0,KL-ERN-EDA-221118,10.01819 76.22575
88,Central Zone,ERNAKULAM,ERNAKULAM,510,KOOVAPPADY,6275,ASAMANNOOR,ASAMANNOOR,221056,PERUMBAVOOR,1,,,33.39,59,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,45.9,,Confirmation mail received,45897,Yes,01-09-2025,46.64,"ASAMANNOOR,KOOVAPPADY,MUDAKUZHA,OKKAL,RAYAMANGALAM,VENGOOR",PERUMBAVOOR OLT,NA,,,,,,,,,45919,,,,,,,,,,,13.3,33.3,,,,,,,,0,,0,0,0,0,KL-ERN-KOO-221056,10.0946 76.55649
89,Central Zone,ERNAKULAM,ERNAKULAM,510,KOOVAPPADY,6275,KOOVAPPADY,KOOVAPPADY,221057,PERUMBAVOOR,1,,,33.39,59,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,45.9,,Confirmation mail received,45897,Yes,01-09-2025,46.64,"ASAMANNOOR,KOOVAPPADY,MUDAKUZHA,OKKAL,RAYAMANGALAM,VENGOOR",PERUMBAVOOR OLT,NA,,,,,,,,,45919,,,,,,,,,,,13.3,33.3,,,,,,,,0,,0,0,0,0,KL-ERN-KOO-221057,"10.15243902,76.48198661"
90,Central Zone,ERNAKULAM,ERNAKULAM,510,KOOVAPPADY,6275,MUDAKUZHA,MUDAKUZHA,221058,PERUMBAVOOR,1,,,33.39,59,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,45.9,,Confirmation mail received,45897,Yes,01-09-2025,46.64,"ASAMANNOOR,KOOVAPPADY,MUDAKUZHA,OKKAL,RAYAMANGALAM,VENGOOR",PERUMBAVOOR OLT,NA,,,,,,,,,45919,,,,,,,,,,,13.3,33.3,,,,,,,,0,,0,0,0,0,KL-ERN-KOO-221058,"10.1337889,76.52361362"
91,Central Zone,ERNAKULAM,ERNAKULAM,510,KOOVAPPADY,6275,OKKAL,OKKAL,221059,PERUMBAVOOR,1,,,33.39,59,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,45.9,,Confirmation mail received,45897,Yes,01-09-2025,46.64,"ASAMANNOOR,KOOVAPPADY,MUDAKUZHA,OKKAL,RAYAMANGALAM,VENGOOR",PERUMBAVOOR OLT,NA,,,,,,,,,45919,,,,,,,,,,,13.3,33.3,,,,,,,,0,,0,0,0,0,KL-ERN-KOO-221059,10.1538 76.4533
92,Central Zone,ERNAKULAM,ERNAKULAM,510,KOOVAPPADY,6275,RAYAMANGALAM,RAYAMANGALAM,221060,PERUMBAVOOR,1,,,33.39,59,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,45.9,,Confirmation mail received,45897,Yes,01-09-2025,46.64,"ASAMANNOOR,KOOVAPPADY,MUDAKUZHA,OKKAL,RAYAMANGALAM,VENGOOR",PERUMBAVOOR OLT,NA,,,,,,,,,45919,,,,,,,,,,,13.3,33.3,,,,,,,,0,,0,0,0,0,KL-ERN-KOO-221060,10.08506 76.51959
93,Central Zone,ERNAKULAM,ERNAKULAM,510,KOOVAPPADY,6275,VENGOOR,VENGOOR,221061,PERUMBAVOOR,1,,,33.39,59,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,45.9,,Confirmation mail received,45897,Yes,01-09-2025,46.64,"ASAMANNOOR,KOOVAPPADY,MUDAKUZHA,OKKAL,RAYAMANGALAM,VENGOOR",PERUMBAVOOR OLT,NA,,,,,,,,,45919,,,,,,,,,,,13.3,33.3,,,,,,,,0,,0,0,0,0,KL-ERN-KOO-221061,10.1459 76.54055
94,Central Zone,ERNAKULAM,ERNAKULAM,510,KOTHAMANGALAM,6276,KAVALANGAD,KAVALANGAD,221062,CHELAD,1,,,71.98,91,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,119.0,,Confirmation mail received,45895,Yes,02-09-2025,135.11,"KAVALANGAD,KEERAMPARA,KOTTAPPADY,KUTTAMPUZHA,NELLIKKUZHI,PAINGOTTUR,PALLARIMANGALAM,PINDIMANA,POTHANIKKAD,VARAPPETTY",CHELAD,ASAMANNOOR(KOOVAPPADY Block),,,,,,,,,,,,,,,,,,,,14.0,53.0,,,,,,,,0,,0,0,0,0,KL-ERN-KOT-221062,10.05833 76.68222
95,Central Zone,ERNAKULAM,ERNAKULAM,510,KOTHAMANGALAM,6276,KEERAMPARA,KEERAMPARA,221063,CHELAD,1,,,71.98,91,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,119.0,,Confirmation mail received,45895,Yes,02-09-2025,135.11,"KAVALANGAD,KEERAMPARA,KOTTAPPADY,KUTTAMPUZHA,NELLIKKUZHI,PAINGOTTUR,PALLARIMANGALAM,PINDIMANA,POTHANIKKAD,VARAPPETTY",CHELAD,ASAMANNOOR(KOOVAPPADY Block),,,,,,,,,,,,,,,,,,,,14.0,53.0,,,,,,,,0,,0,0,0,0,KL-ERN-KOT-221063,10.10694 76.67056
96,Central Zone,ERNAKULAM,ERNAKULAM,510,KOTHAMANGALAM,6276,KOTTAPPADY,KOTTAPPADY,221064,CHELAD,1,,,71.98,91,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,119.0,,Confirmation mail received,45895,Yes,02-09-2025,135.11,"KAVALANGAD,KEERAMPARA,KOTTAPPADY,KUTTAMPUZHA,NELLIKKUZHI,PAINGOTTUR,PALLARIMANGALAM,PINDIMANA,POTHANIKKAD,VARAPPETTY",CHELAD,ASAMANNOOR(KOOVAPPADY Block),,,,,,,,,,,,,,,,,,,,14.0,53.0,,,,,,,,0,,0,0,0,0,KL-ERN-KOT-221064,10.1175 76.58972
97,Central Zone,ERNAKULAM,ERNAKULAM,510,KOTHAMANGALAM,6276,KUTTAMPUZHA,KUTTAMPUZHA,221065,CHELAD,1,,,71.98,91,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,119.0,,Confirmation mail received,45895,Yes,02-09-2025,135.11,"KAVALANGAD,KEERAMPARA,KOTTAPPADY,KUTTAMPUZHA,NELLIKKUZHI,PAINGOTTUR,PALLARIMANGALAM,PINDIMANA,POTHANIKKAD,VARAPPETTY",CHELAD,ASAMANNOOR(KOOVAPPADY Block),,,,,,,,,,,,,,,,,,,,14.0,53.0,,,,,,,,0,,0,0,0,0,KL-ERN-KOT-221065,10.15139 76.73556
98,Central Zone,ERNAKULAM,ERNAKULAM,510,KOTHAMANGALAM,6276,NELLIKKUZHI,NELLIKKUZHI,221066,CHELAD,1,,,71.98,91,Amit Kumar,12-08-2025,Yes,12-08-2025,Yes,12-08-2025,119.0,,Confirmation mail received,45895,Yes,02-09-2025,135.11,"KAVALANGAD,KEERAMPARA,KOTTAPPADY,KUTTAMPUZHA,NELLIKKUZHI,PAINGOTTUR,PALLARIMANGALAM,PINDIMANA,POTHANIKKAD,VARAPPETTY",CHELAD,ASAMANNOOR(KOOVAPPADY Block),,,,,,,,,,,,,,,,,,,,14.0,53.0,,,,,,,,0,,0,0,0,0,KL-ERN-KOT-221066,10.07787 76.59022
